-002.954107, -003.922217, 0000.968110, 0001.000000, 0070.000000, 0003.498000
-002.635637, -003.662334, 0001.026697, 0001.000000, 0071.000000, 0003.548000
-002.307680, -003.392529, 0001.084848, 0001.000000, 0072.000000, 0003.598000
-001.971419, -003.113478, 0001.142059, 0001.000000, 0073.000000, 0003.648000
-001.628063, -002.825811, 0001.197748, 0001.000000, 0074.000000, 0003.698000
-001.278848, -002.530115, 0001.251267, 0001.000000, 0075.000000, 0003.748000
-000.925030, -002.226935, 0001.301906, 0001.000000, 0076.000000, 0003.798000
-000.567883, -001.916783, 0001.348901, 0001.000000, 0077.000000, 0003.848000
-000.208692, -001.600133, 0001.391441, 0001.000000, 0078.000000, 0003.898000
0000.151250, -001.277426, 0001.428677, 0001.000000, 0079.000000, 0003.948000
0000.510648, -000.949077, 0001.459725, 0001.000000, 0080.000000, 0003.998000
0000.868207, -000.615468, 0001.483676, 0001.000000, 0081.000000, 0004.048000
0001.222643, -000.276959, 0001.499602, 0001.000000, 0082.000000, 0004.098000
0001.572677, 0000.066117, 0001.506560, 0001.000000, 0083.000000, 0004.148000
0001.917053, 0000.413450, 0001.503603, 0001.000000, 0084.000000, 0004.198000
0002.254528, 0000.764748, 0001.489780, 0001.000000, 0085.000000, 0004.248000
0002.583890, 0001.119743, 0001.464147, 0001.000000, 0086.000000, 0004.298000
0002.903953, 0001.478182, 0001.425770, 0001.000000, 0087.000000, 0004.348000
0003.213564, 0001.839831, 0001.373733, 0001.000000, 0088.000000, 0004.398000
0003.511610, 0002.204472, 0001.307139, 0001.000000, 0089.000000, 0004.448000
0003.797018, 0002.571900, 0001.225119, 0001.000000, 0090.000000, 0004.498000
0004.068761, 0002.941925, 0001.126836, 0001.000000, 0091.000000, 0004.548000
0004.325861, 0003.314372, 0001.011490, 0001.000000, 0092.000000, 0004.598000
0004.567393, 0003.689074, 0000.878319, 0001.000000, 0093.000000, 0004.648000
0004.792486, 0004.059366, 0000.733121, 0001.000000, 0094.000000, 0004.698000
0005.000332, 0004.390543, 0000.609789, 0001.000000, 0095.000000, 0004.748000
0005.190183, 0004.687417, 0000.502766, 0001.000000, 0096.000000, 0004.798000
0005.361354, 0004.925222, 0000.436132, 0001.000000, 0097.000000, 0004.848000
0005.513230, 0005.125792, 0000.387438, 0001.000000, 0098.000000, 0004.898000
0005.645264, 0005.287305, 0000.357959, 0001.000000, 0099.000000, 0004.948000
0005.756982, 0005.433886, 0000.323095, 0001.000000, 0100.000000, 0004.998000
0005.847980, 0005.565629, 0000.282351, 0001.000000, 0101.000000, 0005.048000
0005.917932, 0005.685610, 0000.232322, 0001.000000, 0102.000000, 0005.098000
0005.966586, 0005.789221, 0000.177365, 0001.000000, 0103.000000, 0005.148000
0005.993767, 0005.879331, 0000.114436, 0001.000000, 0104.000000, 0005.198000
0005.999377, 0005.946445, 0000.052931, 0001.000000, 0105.000000, 0005.248000
0005.983395, 0005.995373, -000.011978, 0001.000000, 0106.000000, 0005.298000
0005.945880, 0006.016658, -000.070778, 0001.000000, 0107.000000, 0005.348000
0005.886965, 0006.026870, -000.139905, 0001.000000, 0108.000000, 0005.398000
0005.806865, 0006.004161, -000.197296, 0001.000000, 0109.000000, 0005.448000
0005.705865, 0005.961024, -000.255159, 0001.000000, 0110.000000, 0005.498000
0005.584331, 0005.888688, -000.304356, 0001.000000, 0111.000000, 0005.548000
0005.442699, 0005.801451, -000.358752, 0001.000000, 0112.000000, 0005.598000
0005.281480, 0005.690594, -000.409114, 0001.000000, 0113.000000, 0005.648000
0005.101252, 0005.568666, -000.467413, 0001.000000, 0114.000000, 0005.698000
0004.902666, 0005.419687, -000.517021, 0001.000000, 0115.000000, 0005.748000
0004.686435, 0005.257942, -000.571507, 0001.000000, 0116.000000, 0005.798000
0004.453339, 0005.069710, -000.616371, 0001.000000, 0117.000000, 0005.848000
0004.204215, 0004.868840, -000.664625, 0001.000000, 0118.000000, 0005.898000
0003.939960, 0004.648272, -000.708311, 0001.000000, 0119.000000, 0005.948000
0003.661526, 0004.405103, -000.743577, 0001.000000, 0120.000000, 0005.998000
0003.369915, 0004.153640, -000.783726, 0001.000000, 0121.000000, 0006.048000
0003.066175, 0003.881588, -000.815413, 0001.000000, 0122.000000, 0006.098000
0002.751400, 0003.600912, -000.849512, 0001.000000, 0123.000000, 0006.148000
0002.426723, 0003.301508, -000.874785, 0001.000000, 0124.000000, 0006.198000
0002.093313, 0002.995183, -000.901870, 0001.000000, 0125.000000, 0006.248000
0001.752369, 0002.672846, -000.920477, 0001.000000, 0126.000000, 0006.298000
0001.405119, 0002.343998, -000.938879, 0001.000000, 0127.000000, 0006.348000
0001.052811, 0002.003487, -000.950676, 0001.000000, 0128.000000, 0006.398000
0000.696715, 0001.658810, -000.962096, 0001.000000, 0129.000000, 0006.448000
0000.338111, 0001.307583, -000.969473, 0001.000000, 0130.000000, 0006.498000
-000.021710, 0000.953865, -000.975575, 0001.000000, 0131.000000, 0006.548000
-000.381453, 0000.595002, -000.976454, 0001.000000, 0132.000000, 0006.598000
-000.739823, 0000.234256, -000.974079, 0001.000000, 0133.000000, 0006.648000
-001.095530, -000.127092, -000.968438, 0001.000000, 0134.000000, 0006.698000
-001.447294, -000.486859, -000.960435, 0001.000000, 0135.000000, 0006.748000
-001.793850, -000.845218, -000.948632, 0001.000000, 0136.000000, 0006.798000
-002.133950, -001.200307, -000.933643, 0001.000000, 0137.000000, 0006.848000
-002.466370, -001.551308, -000.915062, 0001.000000, 0138.000000, 0006.898000
-002.789914, -001.895718, -000.894195, 0001.000000, 0139.000000, 0006.948000
-003.103417, -002.234217, -000.869200, 0001.000000, 0140.000000, 0006.998000
-003.405751, -002.564911, -000.840840, 0001.000000, 0141.000000, 0007.048000
-003.695828, -002.886431, -000.809396, 0001.000000, 0142.000000, 0007.098000
-003.972604, -003.198735, -000.773869, 0001.000000, 0143.000000, 0007.148000
-004.235083, -003.498034, -000.737048, 0001.000000, 0144.000000, 0007.198000
-004.482320, -003.789198, -000.693122, 0001.000000, 0145.000000, 0007.248000
-004.713426, -004.061704, -000.651721, 0001.000000, 0146.000000, 0007.298000
-004.927568, -004.326334, -000.601234, 0001.000000, 0147.000000, 0007.348000
-005.123977, -004.567817, -000.556160, 0001.000000, 0148.000000, 0007.398000
-005.301945, -004.794532, -000.507413, 0001.000000, 0149.000000, 0007.448000
-005.460831, -005.000404, -000.460427, 0001.000000, 0150.000000, 0007.498000
-005.600065, -005.198641, -000.401424, 0001.000000, 0151.000000, 0007.548000
-005.719144, -005.372378, -000.346766, 0001.000000, 0152.000000, 0007.598000
-005.817640, -005.529904, -000.287737, 0001.000000, 0153.000000, 0007.648000
-005.895200, -005.660157, -000.235043, 0001.000000, 0154.000000, 0007.698000
-005.951543, -005.774959, -000.176583, 0001.000000, 0155.000000, 0007.748000
-005.986466, -005.865722, -000.120745, 0001.000000, 0156.000000, 0007.798000
-005.999845, -005.939969, -000.059877, 0001.000000, 0157.000000, 0007.848000
-005.991631, -005.992969, 0000.001338, 0001.000000, 0158.000000, 0007.898000
-005.961854, -006.020380, 0000.058526, 0001.000000, 0159.000000, 0007.948000
-005.910620, -006.030256, 0000.119635, 0001.000000, 0160.000000, 0007.998000
